ID,Nome,Sprite,Type1,Type2,HP,Attack,Defense,Special Attack,Special Defense,Speed
10053,aggron-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10053.png,steel,,70,140,230,60,80,50
10054,medicham-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10054.png,fighting,psychic,60,100,85,80,85,100
10055,manectric-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10055.png,electric,,70,75,80,135,80,135
10056,banette-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10056.png,ghost,,64,165,75,93,83,75
10057,absol-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10057.png,dark,,65,150,60,115,60,115
10058,garchomp-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10058.png,dragon,ground,108,170,115,120,95,92
10059,lucario-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10059.png,fighting,steel,70,145,88,140,70,112
10060,abomasnow-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10060.png,grass,ice,90,132,105,132,105,30
10061,floette-eternal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10061.png,fairy,,74,65,67,125,128,92
10062,latias-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10062.png,dragon,psychic,80,100,120,140,150,110
10063,latios-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10063.png,dragon,psychic,80,130,100,160,120,110
10064,swampert-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10064.png,water,ground,100,150,110,95,110,70
10065,sceptile-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10065.png,grass,dragon,70,110,75,145,85,145
10066,sableye-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10066.png,dark,ghost,50,85,125,85,115,20
10067,altaria-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10067.png,dragon,fairy,75,110,110,110,105,80
10068,gallade-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10068.png,psychic,fighting,68,165,95,65,115,110
10069,audino-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10069.png,normal,fairy,103,60,126,80,126,50
10070,sharpedo-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10070.png,water,dark,70,140,70,110,65,105
10071,slowbro-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10071.png,water,psychic,95,75,180,130,80,30
10072,steelix-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10072.png,steel,ground,75,125,230,55,95,30
10073,pidgeot-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10073.png,normal,flying,83,80,80,135,80,121
10074,glalie-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10074.png,ice,,80,120,80,120,80,100
10075,diancie-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10075.png,rock,fairy,50,160,110,160,110,110
10076,metagross-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10076.png,steel,psychic,80,145,150,105,110,110
10077,kyogre-primal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10077.png,water,,100,150,90,180,160,90
10078,groudon-primal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10078.png,ground,fire,100,180,160,150,90,90
10079,rayquaza-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10079.png,dragon,flying,105,180,100,180,100,115
10080,pikachu-rock-star,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10080.png,electric,,35,55,40,50,50,90
10081,pikachu-belle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10081.png,electric,,35,55,40,50,50,90
10082,pikachu-pop-star,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10082.png,electric,,35,55,40,50,50,90
10083,pikachu-phd,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10083.png,electric,,35,55,40,50,50,90
10084,pikachu-libre,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10084.png,electric,,35,55,40,50,50,90
10085,pikachu-cosplay,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10085.png,electric,,35,55,40,50,50,90
10086,hoopa-unbound,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10086.png,psychic,dark,80,160,60,170,130,80
10087,camerupt-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10087.png,fire,ground,70,120,100,145,105,20
10088,lopunny-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10088.png,normal,fighting,65,136,94,54,96,135
10089,salamence-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10089.png,dragon,flying,95,145,130,120,90,120
10090,beedrill-mega,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10090.png,bug,poison,65,150,40,15,80,145
10091,rattata-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10091.png,dark,normal,30,56,35,25,35,72
10092,raticate-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10092.png,dark,normal,75,71,70,40,80,77
10093,raticate-totem-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10093.png,dark,normal,75,71,70,40,80,77
10094,pikachu-original-cap,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10094.png,electric,,35,55,40,50,50,90
10095,pikachu-hoenn-cap,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10095.png,electric,,35,55,40,50,50,90
10096,pikachu-sinnoh-cap,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10096.png,electric,,35,55,40,50,50,90
10097,pikachu-unova-cap,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10097.png,electric,,35,55,40,50,50,90
10098,pikachu-kalos-cap,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10098.png,electric,,35,55,40,50,50,90
10099,pikachu-alola-cap,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10099.png,electric,,35,55,40,50,50,90
10100,raichu-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10100.png,electric,psychic,60,85,50,95,85,110
10101,sandshrew-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10101.png,ice,steel,50,75,90,10,35,40
10102,sandslash-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10102.png,ice,steel,75,100,120,25,65,65
10103,vulpix-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10103.png,ice,,38,41,40,50,65,65
10104,ninetales-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10104.png,ice,fairy,73,67,75,81,100,109
10105,diglett-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10105.png,ground,steel,10,55,30,35,45,90
10106,dugtrio-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10106.png,ground,steel,35,100,60,50,70,110
10107,meowth-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10107.png,dark,,40,35,35,50,40,90
10108,persian-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10108.png,dark,,65,60,60,75,65,115
10109,geodude-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10109.png,rock,electric,40,80,100,30,30,20
10110,graveler-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10110.png,rock,electric,55,95,115,45,45,35
10111,golem-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10111.png,rock,electric,80,120,130,55,65,45
10112,grimer-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10112.png,poison,dark,80,80,50,40,50,25
10113,muk-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10113.png,poison,dark,105,105,75,65,100,50
10114,exeggutor-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10114.png,grass,dragon,95,105,85,125,75,45
10115,marowak-alola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10115.png,fire,ghost,60,80,110,50,80,45
10116,greninja-battle-bond,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10116.png,water,dark,72,95,67,103,71,122
10117,greninja-ash,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10117.png,water,dark,72,145,67,153,71,132
10118,zygarde-10-power-construct,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10118.png,dragon,ground,54,100,71,61,85,115
10119,zygarde-50-power-construct,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10119.png,dragon,ground,108,100,121,81,95,95
10120,zygarde-complete,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10120.png,dragon,ground,216,100,121,91,95,85
10121,gumshoos-totem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10121.png,normal,,88,110,60,55,60,45
10122,vikavolt-totem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10122.png,bug,electric,77,70,90,145,75,43
10123,oricorio-pom-pom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10123.png,electric,flying,75,70,70,98,70,93
10124,oricorio-pau,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10124.png,psychic,flying,75,70,70,98,70,93
10125,oricorio-sensu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10125.png,ghost,flying,75,70,70,98,70,93
10126,lycanroc-midnight,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10126.png,rock,,85,115,75,55,75,82
10127,wishiwashi-school,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10127.png,water,,45,140,130,140,135,30
10128,lurantis-totem,,grass,,70,105,90,80,90,45
10129,salazzle-totem,,poison,fire,68,64,60,111,60,117
10130,minior-orange-meteor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10130.png,rock,flying,60,60,100,60,100,60
10131,minior-yellow-meteor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10131.png,rock,flying,60,60,100,60,100,60
10132,minior-green-meteor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10132.png,rock,flying,60,60,100,60,100,60
10133,minior-blue-meteor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10133.png,rock,flying,60,60,100,60,100,60
10134,minior-indigo-meteor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10134.png,rock,flying,60,60,100,60,100,60
10135,minior-violet-meteor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10135.png,rock,flying,60,60,100,60,100,60
10136,minior-red,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10136.png,rock,flying,60,100,60,100,60,120
10137,minior-orange,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10137.png,rock,flying,60,100,60,100,60,120
10138,minior-yellow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10138.png,rock,flying,60,100,60,100,60,120
10139,minior-green,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10139.png,rock,flying,60,100,60,100,60,120
10140,minior-blue,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10140.png,rock,flying,60,100,60,100,60,120
10141,minior-indigo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10141.png,rock,flying,60,100,60,100,60,120
10142,minior-violet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10142.png,rock,flying,60,100,60,100,60,120
10143,mimikyu-busted,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10143.png,ghost,fairy,55,90,80,50,105,96
10144,mimikyu-totem-disguised,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10144.png,ghost,fairy,55,90,80,50,105,96
10145,mimikyu-totem-busted,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10145.png,ghost,fairy,55,90,80,50,105,96
10146,kommo-o-totem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10146.png,dragon,fighting,75,110,125,100,105,85
10147,magearna-original,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10147.png,steel,fairy,80,95,115,130,115,65
10148,pikachu-partner-cap,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10148.png,electric,,35,55,40,50,50,90
10149,marowak-totem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10149.png,fire,ghost,60,80,110,50,80,45
10150,ribombee-totem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10150.png,bug,fairy,60,55,60,95,70,124
10151,rockruff-own-tempo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10151.png,rock,,45,65,40,30,40,60
10152,lycanroc-dusk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10152.png,rock,,75,117,65,55,65,110
10153,araquanid-totem,,water,bug,68,70,92,50,132,42
10154,togedemaru-totem,,electric,steel,65,98,63,40,73,96
10155,necrozma-dusk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10155.png,psychic,steel,97,157,127,113,109,77
10156,necrozma-dawn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10156.png,psychic,ghost,97,113,109,157,127,77
10157,necrozma-ultra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10157.png,psychic,dragon,97,167,97,167,97,129
10158,pikachu-starter,,electric,,45,80,50,75,60,120
10159,eevee-starter,,normal,,65,75,70,65,85,75
10160,pikachu-world-cap,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10160.png,electric,,35,55,40,50,50,90
10161,meowth-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10161.png,steel,,50,65,55,40,40,40
10162,ponyta-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10162.png,psychic,,50,85,55,65,65,90
10163,rapidash-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10163.png,psychic,fairy,65,100,70,80,80,105
10164,slowpoke-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10164.png,psychic,,90,65,65,40,40,15
10165,slowbro-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10165.png,poison,psychic,95,100,95,100,70,30
10166,farfetchd-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10166.png,fighting,,52,95,55,58,62,55
10167,weezing-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10167.png,poison,fairy,65,90,120,85,70,60
10168,mr-mime-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10168.png,ice,psychic,50,65,65,90,90,100
10169,articuno-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10169.png,psychic,flying,90,85,85,125,100,95
10170,zapdos-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10170.png,fighting,flying,90,125,90,85,90,100
10171,moltres-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10171.png,dark,flying,90,85,90,100,125,90
10172,slowking-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10172.png,poison,psychic,95,65,80,110,110,30
10173,corsola-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10173.png,ghost,,60,55,100,65,100,30
10174,zigzagoon-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10174.png,dark,normal,38,30,41,30,41,60
10175,linoone-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10175.png,dark,normal,78,70,61,50,61,100
10176,darumaka-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10176.png,ice,,70,90,45,15,45,50
10177,darmanitan-galar-standard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10177.png,ice,,105,140,55,30,55,95
10178,darmanitan-galar-zen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10178.png,ice,fire,105,160,55,30,55,135
10179,yamask-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10179.png,ground,ghost,38,55,85,30,65,30
10180,stunfisk-galar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10180.png,ground,steel,109,81,99,66,84,32
10181,zygarde-10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10181.png,dragon,ground,54,100,71,61,85,115
10182,cramorant-gulping,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10182.png,flying,water,70,85,55,85,95,85
10183,cramorant-gorging,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10183.png,flying,water,70,85,55,85,95,85
10184,toxtricity-low-key,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10184.png,electric,poison,75,98,70,114,70,75
10185,eiscue-noice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10185.png,ice,,75,80,70,65,50,130
10186,indeedee-female,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10186.png,psychic,normal,70,55,65,95,105,85
10187,morpeko-hangry,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10187.png,electric,dark,58,95,58,70,58,97
10188,zacian-crowned,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10188.png,fairy,steel,92,150,115,80,115,148
10189,zamazenta-crowned,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10189.png,fighting,steel,92,120,140,80,140,128
10190,eternatus-eternamax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10190.png,poison,dragon,255,115,250,125,250,130
10191,urshifu-rapid-strike,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10191.png,fighting,water,100,130,100,63,60,97
10192,zarude-dada,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10192.png,dark,grass,105,120,105,70,95,105
10193,calyrex-ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10193.png,psychic,ice,100,165,150,85,130,50
10194,calyrex-shadow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10194.png,psychic,ghost,100,85,80,165,100,150
10195,venusaur-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10195.png,grass,poison,80,82,83,100,100,80
10196,charizard-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10196.png,fire,flying,78,84,78,109,85,100
10197,blastoise-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10197.png,water,,79,83,100,85,105,78
10198,butterfree-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10198.png,bug,flying,60,45,50,90,80,70
10199,pikachu-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10199.png,electric,,35,55,40,50,50,90
10200,meowth-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10200.png,normal,,40,45,35,40,40,90
10201,machamp-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10201.png,fighting,,90,130,80,65,85,55
10202,gengar-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10202.png,ghost,poison,60,65,60,130,75,110
10203,kingler-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10203.png,water,,55,130,115,50,50,75
10204,lapras-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10204.png,water,ice,130,85,80,85,95,60
10205,eevee-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10205.png,normal,,55,55,50,45,65,55
10206,snorlax-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10206.png,normal,,160,110,65,65,110,30
10207,garbodor-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10207.png,poison,,80,95,82,60,82,75
10208,melmetal-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10208.png,steel,,135,143,143,80,65,34
10209,rillaboom-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10209.png,grass,,100,125,90,60,70,85
10210,cinderace-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10210.png,fire,,80,116,75,65,75,119
10211,inteleon-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10211.png,water,,70,85,65,125,65,120
10212,corviknight-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10212.png,flying,steel,98,87,105,53,85,67
10213,orbeetle-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10213.png,bug,psychic,60,45,110,80,120,90
10214,drednaw-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10214.png,water,rock,90,115,90,48,68,74
10215,coalossal-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10215.png,rock,fire,110,80,120,80,90,30
10216,flapple-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10216.png,grass,dragon,70,110,80,95,60,70
10217,appletun-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10217.png,grass,dragon,110,85,80,100,80,30
10218,sandaconda-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10218.png,ground,,72,107,125,65,70,71
10219,toxtricity-amped-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10219.png,electric,poison,75,98,70,114,70,75
10220,centiskorch-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10220.png,fire,bug,100,115,65,90,90,65
10221,hatterene-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10221.png,psychic,fairy,57,90,95,136,103,29
10222,grimmsnarl-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10222.png,dark,fairy,95,120,65,95,75,60
10223,alcremie-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10223.png,fairy,,65,60,75,110,121,64
10224,copperajah-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10224.png,steel,,122,130,69,80,69,30
10225,duraludon-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10225.png,steel,dragon,70,95,115,120,50,85
10226,urshifu-single-strike-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10226.png,fighting,dark,100,130,100,63,60,97
10227,urshifu-rapid-strike-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10227.png,fighting,water,100,130,100,63,60,97
10228,toxtricity-low-key-gmax,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10228.png,electric,poison,75,98,70,114,70,75
10229,growlithe-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10229.png,fire,rock,60,75,45,65,50,55
10230,arcanine-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10230.png,fire,rock,95,115,80,95,80,90
10231,voltorb-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10231.png,electric,grass,40,30,50,55,55,100
10232,electrode-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10232.png,electric,grass,60,50,70,80,80,150
10233,typhlosion-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10233.png,fire,ghost,73,84,78,119,85,95
10234,qwilfish-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10234.png,dark,poison,65,95,85,55,55,85
10235,sneasel-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10235.png,fighting,poison,55,95,55,35,75,115
10236,samurott-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10236.png,water,dark,90,108,80,100,65,85
10237,lilligant-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10237.png,grass,fighting,70,105,75,50,75,105
10238,zorua-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10238.png,normal,ghost,35,60,40,85,40,70
10239,zoroark-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10239.png,normal,ghost,55,100,60,125,60,110
10240,braviary-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10240.png,psychic,flying,110,83,70,112,70,65
10241,sliggoo-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10241.png,steel,dragon,58,75,83,83,113,40
10242,goodra-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10242.png,steel,dragon,80,100,100,110,150,60
10243,avalugg-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10243.png,ice,rock,95,127,184,34,36,38
10244,decidueye-hisui,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10244.png,grass,fighting,88,112,80,95,95,60
10245,dialga-origin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10245.png,steel,dragon,100,100,120,150,120,90
10246,palkia-origin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10246.png,water,dragon,90,100,100,150,120,120
10247,basculin-white-striped,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10247.png,water,,70,92,65,80,55,98
10248,basculegion-female,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10248.png,water,ghost,120,92,65,100,75,78
10249,enamorus-therian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10249.png,fairy,flying,74,115,110,135,100,46
10250,tauros-paldea-combat-breed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10250.png,fighting,,75,110,105,30,70,100
10251,tauros-paldea-blaze-breed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10251.png,fighting,fire,75,110,105,30,70,100
10252,tauros-paldea-aqua-breed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10252.png,fighting,water,75,110,105,30,70,100
10253,wooper-paldea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10253.png,poison,ground,55,45,45,25,25,15
