Nome,Type,Tipo de dano,Accuracy,Power,PP,Prioridade,Descrição p,Descrição c,Chance de efeito,Efeito,Chance de Crit,Drain,Flinch,Healing,Min attacks,Max attacks,Min Turns,Max Turns,Chance stat,Mudanca de stat,Qnt de Mudança de stat
beat-up,dark,physical,100.0,,10.0,0,Hits once for every conscious Pokémon the trainer has.,"Inflicts typeless regular damage.  Every Pokémon in the user’s party, excepting those that have fainted or have a major status effect, attacks the target.  Calculated stats are ignored; the base stats for the target and assorted attackers are used instead.  The random factor in the damage formula is not used.  dark Pokémon still get STAB.

This effect breaks through wonder guard.",,none,0,0,0,0,6.0,6.0,,,0,[''],[0]
fake-out,normal,physical,100.0,40.0,10.0,3,Can only be used as the first move after the user enters battle.  Causes the target to flinch.,Inflicts regular damage.  Causes the target to flinch.  Can only be used on the user’s first turn after entering the field.,100.0,none,0,0,100,0,,,,,0,[''],[0]
uproar,normal,special,100.0,90.0,10.0,0,Forced to use this move for several turns.  Pokémon cannot fall asleep in that time.,"Inflicts regular damage.  User is forced to use this move for 2–5 turns, selected at random.  All Pokémon on the field wake up, and none can fall to sleep until the lock-in ends.

Pokémon cannot use rest during this effect.

This move cannot be selected by sleep talk.",,none,0,0,0,0,,,3.0,3.0,0,[''],[0]
stockpile,normal,status,,,20.0,0,Stores energy up to three times for use with Spit Up and Swallow.,"Raises the user’s Defense and Special Defense by one stage each.  Stores energy for use with spit up and swallow.  Up to three levels of energy can be stored, and all are lost if the user leaves the field.  Energy is still stored even if the stat boosts cannot be applied.

If the user uses baton pass, the stat boosts are passed as normal, but the stored energy is not.",,none,0,0,0,0,,,,,0,"['defense', 'special-defense']","[1, 1]"
spit-up,normal,special,100.0,,10.0,0,Power is 100 times the amount of energy Stockpiled.,"Inflicts regular damage.  Power is equal to 100 times the amount of energy stored by stockpile.  Ignores the random factor in the damage formula.  Stored energy is consumed, and the user’s Defense and Special Defense are reset to what they would be if stockpile had not been used.  If the user has no energy stored, this move will fail.

This move cannot be copied by mirror move.",,none,0,0,0,0,,,,,0,[''],[0]
swallow,normal,status,,,10.0,0,"Recovers 1/4 HP after one Stockpile, 1/2 HP after two Stockpiles, or full HP after three Stockpiles.","Heals the user depending on the amount of energy stored by stockpile: 1/4 its max HP after one use, 1/2 its max HP after two uses, or fully after three uses.  Stored energy is consumed, and the user’s Defense and Special Defense are reset to what they would be if stockpile had not been used.  If the user has no energy stored, this move will fail.",,none,0,0,0,25,,,,,0,[''],[0]
heat-wave,fire,special,90.0,95.0,10.0,0,Has a $effect_chance% chance to burn the target.,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,10.0,burn,0,0,0,0,,,,,0,[''],[0]
hail,ice,status,,,10.0,0,Changes the weather to a hailstorm for five turns.,"Changes the weather to hail for five turns, during which non-ice Pokémon are damaged for 1/16 their max HP at the end of every turn.

If the user is holding icy rock, this effect lasts for eight turns.

blizzard has 100% accuracy.  If the target has used detect or protect, blizzard has a (100 - accuracy)% chance to break through the protection.

moonlight, morning sun, and synthesis heal only 1/4 of the user’s max HP.

Pokémon with snow cloak are exempt from this effect’s damage.",,none,0,0,0,0,,,,,0,[''],[0]
torment,dark,status,100.0,,15.0,0,Prevents the target from using the same move twice in a row.,"Prevents the target from attempting to use the same move twice in a row.  When the target leaves the field, this effect ends.

If the target is forced to attempt a repeated move due to choice band, choice scarf, choice specs, disable, encore, taunt, only having PP remaining for one move, or any other effect, the target will use struggle instead.  The target is then free to use the forced move next turn, as it didn’t use that move this turn.",,torment,0,0,0,0,,,,,0,[''],[0]
flatter,dark,status,100.0,,15.0,0,Raises the target’s Special Attack by one stage and confuses the target.,"Raises the target’s Special Attack by one stage, then confuses it.",,confusion,0,0,0,0,,,2.0,5.0,0,['special-attack'],[1]
will-o-wisp,fire,status,85.0,,15.0,0,Burns the target.,Burns the target.,,burn,0,0,0,0,,,,,0,[''],[0]
memento,dark,status,100.0,,10.0,0,Lowers the target’s Attack and Special Attack by two stages.  User faints.,Lowers the target’s Attack and Special Attack by two stages.  User faints.,,none,0,0,0,0,,,,,0,"['attack', 'special-attack']","[-2, -2]"
facade,normal,physical,100.0,70.0,20.0,0,"Power doubles if user is burned, paralyzed, or poisoned.","Inflicts regular damage.  If the user is burned, paralyzed, or poisoned, this move has double power.",,none,0,0,0,0,,,,,0,[''],[0]
focus-punch,fighting,physical,100.0,150.0,20.0,-3,"If the user takes damage before attacking, the attack is canceled.","Inflicts regular damage.  If the user takes damage this turn before hitting, this move will fail.

This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.",,none,0,0,0,0,,,,,0,[''],[0]
smelling-salts,normal,physical,100.0,70.0,10.0,0,"If the target is paralyzed, inflicts double damage and cures the paralysis.","Inflicts regular damage.  If the target is paralyzed, this move has double power, and the target is cured of its paralysis.",,none,0,0,0,0,,,,,0,[''],[0]
follow-me,normal,status,,,20.0,2,Redirects the target’s single-target effects to the user for this turn.,"Until the end of this turn, any moves that opposing Pokémon target solely at the user’s ally will instead target the user.  If both Pokémon on the same side of the field use this move on the same turn, the Pokémon that uses it last will become the target.

This effect takes priority over lightning rod and storm drain.

If the user’s ally switches out, opposing Pokémon may still hit it with pursuit.

This move cannot be selected by assist or metronome.",,none,0,0,0,0,,,,,0,[''],[0]
nature-power,normal,status,,,20.0,0,Uses a move which depends upon the terrain.,"Uses another move chosen according to the terrain.

Terrain                   | Selected move
------------------------- | ------------------
Building                  | tri attack
Cave                      | rock slide
Deep water                | hydro pump
Desert                    | earthquake
Grass                     | seed bomb
Mountain                  | rock slide
Road                      | earthquake
Shallow water             | hydro pump
Snow                      | blizzard
Tall grass                | seed bomb
electric terrain | thunderbolt
grassy terrain   | energy ball
misty terrain    | moonblast

In Pokémon Battle Revolution:

Terrain        | Selected move
-------------- | ------------------
Courtyard      | tri attack
Crystal        | rock slide
Gateway        | hydro pump
Magma          | rock slide
Main Street    | tri attack
Neon           | tri attack
Stargazer      | rock slide
Sunny Park     | seed bomb
Sunset         | earthquake
Waterfall      | seed bomb

This move cannot be copied by mirror move.",,none,0,0,0,0,,,,,0,[''],[0]
charge,electric,status,,,20.0,0,Raises the user’s Special Defense by one stage.  User’s Electric moves have doubled power next turn.,"Raises the user’s Special Defense by one stage.  If the user uses an electric move next turn, its power will be doubled.",,none,0,0,0,0,,,,,0,['special-defense'],[1]
taunt,dark,status,100.0,,20.0,0,"For the next few turns, the target can only use damaging moves.","Target is forced to only use damaging moves for the next 3–5 turns, selected at random.  Moves that select other moves not known in advance do not count as damaging.

assist, copycat, me first, metronome, mirror move, and sleep talk do not directly inflict damage and thus may not be used.

bide, counter, endeavor, metal burst, and mirror coat are allowed.",,none,0,0,0,0,,,,,0,[''],[0]
helping-hand,normal,status,,,20.0,5,Ally’s next move inflicts half more damage.,"Boosts the power of the target’s moves by 50% until the end of this turn.

This move cannot be copied by mirror move, nor selected by assist or metronome.",,none,0,0,0,0,,,,,0,[''],[0]
trick,psychic,status,100.0,,10.0,0,User and target swap items.,"User and target permanently swap held items.  Works even if one of the Pokémon isn’t holding anything.  If either Pokémon is holding mail, this move will fail.

If either Pokémon has multitype or sticky hold, this move will fail.

If this move results in a Pokémon obtaining choice band, choice scarf, or choice specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn.

Neither the user nor the target can recover its item with recycle.

This move cannot be selected by assist or metronome.",,none,0,0,0,0,,,,,0,[''],[0]
role-play,psychic,status,,,10.0,0,Copies the target’s ability.,"User’s ability is replaced with the target’s until the user leaves the field.  Ignores accuracy and evasion modifiers.

If the target has flower gift, forecast, illusion, imposter, multitype, stance change, trace, wonder guard, or zen mode, this move will fail.

This move cannot be copied by mirror move.",,none,0,0,0,0,,,,,0,[''],[0]
wish,normal,status,,,10.0,0,User will recover half its max HP at the end of the next turn.,"At the end of the next turn, user will be healed for half its max HP.  If the user is switched out, its replacement will be healed instead for half of the user’s max HP.  If the user faints or is forcefully switched by roar or whirlwind, this effect will not activate.",,none,0,0,0,0,,,,,0,[''],[0]
assist,normal,status,,,20.0,0,Randomly selects and uses one of the trainer’s other Pokémon’s moves.,"Uses a move from another Pokémon in the user’s party, both selected at random.  Moves from fainted Pokémon can be used.  If there are no eligible Pokémon or moves, this move will fail.

This move will not select assist, chatter, circle throw, copycat, counter, covet, destiny bond, detect, dig, dive, dragon tail, endure, feint, fly focus punch, follow me, helping hand, me first, metronome, mimic, mirror coat, mirror move, phantom force protect, quick guard, roar shadow force, sketch, sleep talk, snatch, struggle, switcheroo, thief, trick, whirlwind, or wide guard.

This move cannot be copied by mirror move, nor selected by metronome or sleep talk.",,none,0,0,0,0,,,,,0,[''],[0]
ingrain,grass,status,,,20.0,0,Prevents the user from leaving battle.  User regains 1/16 of its max HP every turn.,"Prevents the user from switching out.  User regains 1/16 of its max HP at the end of every turn.  If the user was immune to ground attacks, it will now take normal damage from them.

roar and whirlwind will not affect the user.  The user cannot use magnet rise.

The user may still use u turn to leave the field.

This effect can be passed with baton pass.",,ingrain,0,0,0,0,,,,,0,[''],[0]
superpower,fighting,physical,100.0,120.0,5.0,0,Lowers the user’s Attack and Defense by one stage after inflicting damage.,"Inflicts regular damage, then lowers the user’s Attack and Defense by one stage each.",100.0,none,0,0,0,0,,,,,100,"['attack', 'defense']","[-1, -1]"
